departamento,municipio,universidad,semestre,programa,rol,edad,sexo,orientacion,identidad,discapacidad,etnia,religion,estado_civil,origen,estrato,target_vg,target_frecuencia,target_denuncia,target_apoyoU,target_percepcion,target_semestre,target_programa,target_rol,target_rangoEdad,target_sexo,target_orientacion,target_identidad,target_discapacidad,target_etnia,target_religion,target_estadoCivil,target_origen,target_estrato
Boyacá,Medellín,Universidad A,Noveno,Psicologia,Estudiante,43,intersexual,lesbiana,otra,intelectuales,raizales,agnosticismo,casado,otroDepartamento,5,0,nunca,1,1,regular,Sexto,IngenieriaSistemas,Docente,entre26y40,hembra,hetero,otra,sensoriales,indigena,cristianismo,soltero,otroDepartamento,3
Valle del Cauca,Tunja,Universidad A,Primero,IngenieriaSistemas,Estudiante,33,macho,bisexual,otra,fisicas,raizales,catolicismo,divorciado,otroMunicipio,6,0,puntomedio,1,0,mala,Cuarto,Psicologia,Administrativx,menores18,intersexual,bisexual,hombre,intelectuales,raizales,catolicismo,soltero,municipioLocal,1
Córdoba,Bogotá,Universidad A,Séptimo,AdministracionEmpresas,Administrativx,45,macho,lesbiana,otra,fisicas,indigena,evangelismo,viudo,otroDepartamento,5,0,casinunca,0,0,muyMala,Octavo,Psicologia,Estudiante,entre18y25,macho,lesbiana,hombre,multiples,afrocolombianos,cristianismo,divorciado,otroDepartamento,6
Boyacá,Tunja,Universidad B,Décimo,ContaduriaPublica,Docente,18,intersexual,lesbiana,mujer,ninguna,ninguna,cristianismo,casado,otroMunicipio,2,0,nunca,0,0,mala,Tercero,ContaduriaPublica,Externo,entre18y25,intersexual,otra,hombre,ninguna,afrocolombianos,catolicismo,soltero,otroDepartamento,4
Valle del Cauca,Cali,Universidad B,Séptimo,Derecho,Estudiante,53,hembra,otra,mujer,sensoriales,ninguna,cristianismo,viudo,otroDepartamento,2,0,casinunca,1,0,mala,Octavo,ContaduriaPublica,Externo,entre26y40,intersexual,gay,hombre,fisicas,raizales,ateismo,soltero,otroDepartamento,5
Cundinamarca,Tunja,Universidad C,Cuarto,Derecho,Docente,27,macho,gay,mujer,psicosociales,raizales,catolicismo,unionLibre,otroMunicipio,1,1,siempre,1,1,muyBuena,Segundo,IngenieriaSistemas,Externo,entre18y25,hembra,lesbiana,mujer,psicosociales,raizales,cristianismo,casado,otroDepartamento,3
Cundinamarca,Medellín,Universidad A,Noveno,AdministracionEmpresas,Administrativx,60,intersexual,gay,mujer,fisicas,indigena,cristianismo,viudo,municipioLocal,5,0,puntomedio,1,0,muyMala,Sexto,ContaduriaPublica,Externo,mayores40,hembra,gay,mujer,sensoriales,gitanos,ateismo,soltero,municipioLocal,1
Valle del Cauca,Medellín,Universidad C,Quinto,IngenieriaSistemas,Administrativx,34,intersexual,lesbiana,hombre,fisicas,indigena,otra,divorciado,otroMunicipio,5,0,casisiempre,0,1,regular,Octavo,Psicologia,Administrativx,entre26y40,hembra,bisexual,otra,multiples,gitanos,ateismo,soltero,otroPais,6
Valle del Cauca,Montería,Universidad A,Cuarto,IngenieriaSistemas,Estudiante,40,hembra,gay,mujer,sensoriales,indigena,cristianismo,unionLibre,otroPais,6,0,siempre,0,0,muyMala,Primero,IngenieriaSistemas,Administrativx,menores18,intersexual,otra,hombre,fisicas,afrocolombianos,cristianismo,divorciado,municipioLocal,2
Córdoba,Montería,Universidad B,Séptimo,AdministracionEmpresas,Estudiante,24,hembra,hetero,otra,sensoriales,gitanos,ateismo,casado,otroDepartamento,2,0,casinunca,0,0,muyMala,Sexto,IngenieriaSistemas,Administrativx,entre26y40,intersexual,bisexual,mujer,psicosociales,gitanos,agnosticismo,soltero,otroPais,3
Córdoba,Cali,Universidad B,Cuarto,IngenieriaSistemas,Externo,24,hembra,lesbiana,hombre,multiples,ninguna,agnosticismo,casado,otroDepartamento,3,0,casinunca,0,1,mala,Noveno,IngenieriaSistemas,Estudiante,menores18,hembra,gay,mujer,multiples,gitanos,evangelismo,unionLibre,otroDepartamento,4
Cundinamarca,Bogotá,Universidad B,Tercero,Derecho,Docente,32,hembra,gay,otra,intelectuales,ninguna,cristianismo,divorciado,otroPais,1,0,siempre,0,1,mala,Décimo,Derecho,Administrativx,entre18y25,intersexual,hetero,hombre,multiples,raizales,catolicismo,unionLibre,otroPais,2
Boyacá,Tunja,Universidad A,Noveno,Derecho,Estudiante,51,hembra,hetero,mujer,psicosociales,gitanos,ateismo,soltero,otroPais,5,1,casinunca,0,0,mala,Décimo,ContaduriaPublica,Administrativx,menores18,hembra,bisexual,mujer,psicosociales,indigena,otra,divorciado,otroDepartamento,4
Cundinamarca,Cali,Universidad B,Octavo,ContaduriaPublica,Externo,21,macho,otra,hombre,multiples,afrocolombianos,evangelismo,soltero,municipioLocal,4,1,casisiempre,1,1,mala,Segundo,AdministracionEmpresas,Externo,menores18,hembra,otra,otra,psicosociales,ninguna,catolicismo,unionLibre,otroMunicipio,2
Boyacá,Montería,Universidad A,Primero,AdministracionEmpresas,Docente,31,intersexual,gay,mujer,fisicas,gitanos,cristianismo,casado,otroDepartamento,4,1,casisiempre,0,1,regular,Primero,Psicologia,Administrativx,menores18,macho,bisexual,otra,intelectuales,ninguna,otra,casado,otroDepartamento,5
Boyacá,Tunja,Universidad C,Séptimo,Psicologia,Estudiante,31,macho,hetero,hombre,sensoriales,indigena,otra,divorciado,municipioLocal,3,0,casinunca,1,1,buena,Segundo,ContaduriaPublica,Docente,menores18,hembra,lesbiana,hombre,multiples,gitanos,agnosticismo,divorciado,otroPais,4
Córdoba,Montería,Universidad A,Noveno,Psicologia,Externo,33,macho,bisexual,otra,ninguna,gitanos,evangelismo,soltero,otroDepartamento,2,0,casinunca,0,1,muyBuena,Quinto,Psicologia,Docente,mayores40,macho,bisexual,otra,psicosociales,gitanos,evangelismo,soltero,otroMunicipio,2
Antioquia,Tunja,Universidad C,Octavo,ContaduriaPublica,Externo,24,macho,bisexual,mujer,intelectuales,indigena,cristianismo,viudo,otroDepartamento,2,0,casisiempre,0,0,mala,Sexto,ContaduriaPublica,Externo,menores18,hembra,gay,mujer,ninguna,ninguna,agnosticismo,unionLibre,otroMunicipio,4
Antioquia,Bogotá,Universidad A,Octavo,ContaduriaPublica,Docente,49,macho,hetero,mujer,multiples,raizales,catolicismo,casado,municipioLocal,2,1,casinunca,0,1,mala,Primero,AdministracionEmpresas,Administrativx,entre26y40,intersexual,bisexual,otra,ninguna,raizales,evangelismo,casado,otroDepartamento,3
Valle del Cauca,Cali,Universidad C,Sexto,IngenieriaSistemas,Externo,36,macho,lesbiana,hombre,ninguna,indigena,ateismo,viudo,otroDepartamento,6,1,nunca,0,1,muyBuena,Séptimo,Psicologia,Docente,mayores40,macho,otra,mujer,fisicas,ninguna,cristianismo,divorciado,municipioLocal,4
Córdoba,Tunja,Universidad B,Cuarto,ContaduriaPublica,Docente,19,hembra,lesbiana,hombre,intelectuales,ninguna,ateismo,divorciado,otroDepartamento,4,0,puntomedio,0,0,mala,Cuarto,AdministracionEmpresas,Docente,menores18,intersexual,bisexual,hombre,sensoriales,ninguna,cristianismo,divorciado,otroPais,6
Boyacá,Medellín,Universidad C,Octavo,ContaduriaPublica,Docente,27,hembra,gay,mujer,ninguna,gitanos,catolicismo,viudo,municipioLocal,2,0,nunca,1,0,buena,Noveno,Psicologia,Estudiante,menores18,intersexual,bisexual,hombre,ninguna,ninguna,otra,soltero,otroMunicipio,4
Antioquia,Medellín,Universidad B,Tercero,Psicologia,Docente,34,intersexual,bisexual,hombre,sensoriales,indigena,agnosticismo,soltero,otroMunicipio,4,0,casinunca,1,1,muyMala,Sexto,Derecho,Externo,menores18,hembra,otra,mujer,intelectuales,gitanos,ateismo,viudo,municipioLocal,2
Boyacá,Tunja,Universidad B,Noveno,IngenieriaSistemas,Administrativx,54,macho,lesbiana,mujer,multiples,afrocolombianos,otra,soltero,municipioLocal,3,1,casinunca,0,0,muyBuena,Noveno,Derecho,Docente,mayores40,hembra,bisexual,mujer,psicosociales,gitanos,ateismo,unionLibre,otroDepartamento,4
Antioquia,Tunja,Universidad C,Segundo,ContaduriaPublica,Externo,29,intersexual,lesbiana,hombre,multiples,raizales,ateismo,unionLibre,otroDepartamento,1,1,puntomedio,0,0,regular,Primero,Psicologia,Docente,menores18,intersexual,otra,otra,sensoriales,ninguna,otra,casado,otroDepartamento,5
Antioquia,Tunja,Universidad A,Segundo,ContaduriaPublica,Docente,23,hembra,bisexual,otra,intelectuales,afrocolombianos,evangelismo,casado,otroPais,6,0,casinunca,1,1,muyBuena,Cuarto,Psicologia,Externo,menores18,hembra,gay,mujer,intelectuales,gitanos,cristianismo,divorciado,otroDepartamento,1
Antioquia,Medellín,Universidad A,Séptimo,IngenieriaSistemas,Estudiante,39,hembra,otra,hombre,ninguna,afrocolombianos,otra,divorciado,otroMunicipio,5,1,puntomedio,1,0,buena,Segundo,AdministracionEmpresas,Administrativx,menores18,hembra,otra,hombre,multiples,ninguna,otra,unionLibre,otroDepartamento,3
Córdoba,Medellín,Universidad A,Décimo,AdministracionEmpresas,Administrativx,49,hembra,lesbiana,otra,sensoriales,afrocolombianos,ateismo,casado,otroPais,3,0,casisiempre,0,0,regular,Sexto,IngenieriaSistemas,Externo,entre18y25,hembra,gay,mujer,sensoriales,raizales,ateismo,casado,otroPais,6
Cundinamarca,Tunja,Universidad A,Cuarto,IngenieriaSistemas,Administrativx,58,macho,hetero,hombre,fisicas,raizales,agnosticismo,viudo,otroMunicipio,4,1,puntomedio,1,1,muyMala,Cuarto,Psicologia,Estudiante,entre26y40,intersexual,gay,otra,ninguna,gitanos,otra,casado,otroMunicipio,2
Boyacá,Montería,Universidad A,Décimo,Psicologia,Externo,37,macho,gay,hombre,multiples,raizales,evangelismo,divorciado,otroPais,3,1,puntomedio,1,1,mala,Noveno,ContaduriaPublica,Estudiante,menores18,macho,otra,otra,intelectuales,indigena,cristianismo,divorciado,otroPais,4
Córdoba,Montería,Universidad B,Octavo,AdministracionEmpresas,Docente,18,hembra,lesbiana,mujer,fisicas,raizales,otra,divorciado,otroMunicipio,5,1,nunca,1,0,muyBuena,Tercero,ContaduriaPublica,Estudiante,entre26y40,macho,bisexual,mujer,psicosociales,gitanos,agnosticismo,unionLibre,otroMunicipio,4
Córdoba,Bogotá,Universidad A,Noveno,Derecho,Externo,23,intersexual,lesbiana,hombre,sensoriales,raizales,evangelismo,soltero,municipioLocal,6,0,casinunca,1,1,regular,Primero,ContaduriaPublica,Docente,entre18y25,intersexual,lesbiana,otra,psicosociales,raizales,catolicismo,casado,municipioLocal,4
Córdoba,Cali,Universidad B,Séptimo,IngenieriaSistemas,Administrativx,36,intersexual,otra,hombre,multiples,afrocolombianos,catolicismo,viudo,otroMunicipio,1,0,casisiempre,1,1,muyBuena,Primero,Derecho,Administrativx,entre18y25,hembra,otra,otra,intelectuales,raizales,cristianismo,divorciado,municipioLocal,3
Córdoba,Montería,Universidad B,Quinto,Psicologia,Docente,35,hembra,hetero,otra,multiples,ninguna,cristianismo,soltero,otroMunicipio,5,0,siempre,1,1,muyMala,Noveno,AdministracionEmpresas,Estudiante,menores18,hembra,bisexual,hombre,multiples,gitanos,otra,unionLibre,otroMunicipio,6
Córdoba,Medellín,Universidad B,Octavo,AdministracionEmpresas,Estudiante,23,intersexual,gay,hombre,ninguna,ninguna,catolicismo,soltero,otroMunicipio,6,0,puntomedio,0,0,muyBuena,Noveno,Derecho,Externo,entre26y40,macho,gay,mujer,ninguna,afrocolombianos,cristianismo,unionLibre,otroDepartamento,1
Valle del Cauca,Montería,Universidad C,Cuarto,IngenieriaSistemas,Docente,50,hembra,lesbiana,mujer,fisicas,raizales,otra,unionLibre,otroDepartamento,4,1,siempre,1,0,regular,Quinto,ContaduriaPublica,Estudiante,mayores40,intersexual,hetero,hombre,intelectuales,ninguna,cristianismo,divorciado,municipioLocal,5
Boyacá,Bogotá,Universidad C,Segundo,ContaduriaPublica,Administrativx,40,intersexual,gay,otra,ninguna,gitanos,cristianismo,soltero,otroPais,5,0,casinunca,1,0,buena,Segundo,Psicologia,Docente,menores18,intersexual,lesbiana,hombre,fisicas,ninguna,ateismo,unionLibre,otroPais,6
Córdoba,Bogotá,Universidad B,Sexto,IngenieriaSistemas,Estudiante,40,hembra,bisexual,mujer,psicosociales,indigena,catolicismo,casado,municipioLocal,3,0,puntomedio,1,1,regular,Noveno,ContaduriaPublica,Estudiante,mayores40,hembra,bisexual,otra,intelectuales,raizales,otra,viudo,otroMunicipio,5
Boyacá,Cali,Universidad C,Noveno,Derecho,Docente,43,intersexual,lesbiana,mujer,fisicas,gitanos,cristianismo,divorciado,otroPais,2,1,siempre,1,1,muyBuena,Octavo,Psicologia,Administrativx,entre18y25,hembra,lesbiana,hombre,intelectuales,gitanos,ateismo,casado,municipioLocal,6
Valle del Cauca,Montería,Universidad A,Primero,IngenieriaSistemas,Estudiante,30,macho,lesbiana,mujer,fisicas,gitanos,ateismo,soltero,otroPais,3,0,nunca,0,1,muyMala,Décimo,AdministracionEmpresas,Estudiante,entre18y25,hembra,hetero,mujer,ninguna,afrocolombianos,otra,casado,otroMunicipio,2
Valle del Cauca,Medellín,Universidad A,Décimo,AdministracionEmpresas,Estudiante,24,hembra,bisexual,mujer,psicosociales,gitanos,evangelismo,casado,municipioLocal,4,0,siempre,0,1,mala,Décimo,IngenieriaSistemas,Administrativx,entre26y40,intersexual,hetero,mujer,psicosociales,indigena,ateismo,unionLibre,otroDepartamento,1
Boyacá,Medellín,Universidad B,Séptimo,AdministracionEmpresas,Administrativx,32,hembra,otra,otra,sensoriales,ninguna,cristianismo,viudo,otroDepartamento,1,0,nunca,0,1,mala,Sexto,Psicologia,Administrativx,mayores40,macho,hetero,mujer,multiples,ninguna,ateismo,divorciado,otroMunicipio,1
Antioquia,Tunja,Universidad A,Décimo,IngenieriaSistemas,Estudiante,44,intersexual,lesbiana,hombre,sensoriales,indigena,ateismo,divorciado,otroMunicipio,5,0,casisiempre,0,0,muyMala,Séptimo,Derecho,Externo,mayores40,intersexual,otra,hombre,intelectuales,afrocolombianos,agnosticismo,soltero,municipioLocal,3
Cundinamarca,Medellín,Universidad B,Noveno,AdministracionEmpresas,Externo,43,hembra,gay,mujer,multiples,gitanos,agnosticismo,viudo,otroDepartamento,1,0,casinunca,0,1,muyBuena,Sexto,ContaduriaPublica,Administrativx,menores18,intersexual,lesbiana,mujer,sensoriales,ninguna,cristianismo,unionLibre,otroMunicipio,6
Antioquia,Cali,Universidad B,Décimo,ContaduriaPublica,Administrativx,50,hembra,hetero,otra,intelectuales,raizales,catolicismo,casado,otroDepartamento,4,1,siempre,1,1,muyMala,Quinto,ContaduriaPublica,Docente,entre26y40,intersexual,otra,mujer,psicosociales,gitanos,agnosticismo,soltero,municipioLocal,4
Antioquia,Cali,Universidad A,Noveno,IngenieriaSistemas,Externo,32,hembra,gay,mujer,ninguna,ninguna,agnosticismo,viudo,otroMunicipio,5,0,puntomedio,0,1,muyBuena,Cuarto,ContaduriaPublica,Docente,entre26y40,macho,hetero,hombre,psicosociales,ninguna,ateismo,unionLibre,municipioLocal,1
Antioquia,Medellín,Universidad C,Décimo,ContaduriaPublica,Estudiante,53,macho,otra,hombre,intelectuales,raizales,otra,viudo,otroPais,6,1,casinunca,1,0,regular,Séptimo,Psicologia,Administrativx,mayores40,hembra,bisexual,hombre,intelectuales,indigena,agnosticismo,soltero,municipioLocal,6
Córdoba,Medellín,Universidad A,Tercero,ContaduriaPublica,Externo,44,macho,hetero,otra,multiples,raizales,ateismo,viudo,otroMunicipio,6,0,siempre,1,1,buena,Cuarto,AdministracionEmpresas,Administrativx,entre18y25,hembra,hetero,hombre,ninguna,gitanos,cristianismo,unionLibre,otroPais,4
Valle del Cauca,Tunja,Universidad A,Quinto,Psicologia,Docente,22,intersexual,gay,otra,intelectuales,gitanos,agnosticismo,soltero,municipioLocal,3,0,puntomedio,0,0,muyBuena,Décimo,Psicologia,Estudiante,entre26y40,intersexual,otra,hombre,sensoriales,raizales,cristianismo,divorciado,otroDepartamento,3
Antioquia,Medellín,Universidad B,Octavo,IngenieriaSistemas,Estudiante,19,macho,gay,hombre,fisicas,raizales,agnosticismo,soltero,otroMunicipio,3,0,puntomedio,0,0,mala,Décimo,Derecho,Estudiante,entre18y25,intersexual,hetero,otra,intelectuales,afrocolombianos,ateismo,soltero,otroDepartamento,6
Valle del Cauca,Tunja,Universidad B,Octavo,AdministracionEmpresas,Docente,50,intersexual,bisexual,otra,fisicas,indigena,ateismo,soltero,otroPais,4,0,puntomedio,1,1,mala,Décimo,ContaduriaPublica,Externo,menores18,macho,hetero,hombre,sensoriales,ninguna,cristianismo,viudo,otroMunicipio,6
Boyacá,Tunja,Universidad B,Cuarto,ContaduriaPublica,Externo,33,macho,otra,hombre,psicosociales,raizales,evangelismo,divorciado,otroDepartamento,6,0,puntomedio,1,1,buena,Noveno,Psicologia,Estudiante,entre26y40,macho,otra,hombre,psicosociales,gitanos,agnosticismo,divorciado,otroMunicipio,2
Cundinamarca,Medellín,Universidad B,Primero,Psicologia,Docente,40,intersexual,bisexual,otra,psicosociales,gitanos,cristianismo,casado,otroDepartamento,5,0,siempre,1,0,muyBuena,Quinto,ContaduriaPublica,Docente,entre26y40,hembra,otra,mujer,sensoriales,gitanos,evangelismo,unionLibre,municipioLocal,6
Boyacá,Bogotá,Universidad C,Primero,IngenieriaSistemas,Estudiante,55,macho,hetero,otra,multiples,raizales,otra,soltero,otroMunicipio,6,0,casisiempre,1,1,buena,Octavo,Derecho,Estudiante,menores18,intersexual,bisexual,mujer,intelectuales,ninguna,cristianismo,soltero,otroDepartamento,2
Boyacá,Bogotá,Universidad C,Cuarto,IngenieriaSistemas,Docente,33,macho,bisexual,hombre,multiples,ninguna,otra,viudo,municipioLocal,3,0,nunca,1,0,regular,Sexto,IngenieriaSistemas,Externo,entre26y40,macho,otra,hombre,fisicas,raizales,agnosticismo,casado,otroMunicipio,4
Córdoba,Tunja,Universidad C,Sexto,Derecho,Externo,31,intersexual,otra,hombre,multiples,ninguna,catolicismo,viudo,otroPais,4,0,nunca,1,0,buena,Cuarto,IngenieriaSistemas,Externo,mayores40,macho,bisexual,hombre,fisicas,ninguna,agnosticismo,divorciado,otroMunicipio,4
Cundinamarca,Medellín,Universidad B,Octavo,Derecho,Externo,46,hembra,lesbiana,otra,fisicas,ninguna,cristianismo,viudo,otroDepartamento,6,0,nunca,1,0,regular,Tercero,IngenieriaSistemas,Administrativx,mayores40,intersexual,gay,hombre,sensoriales,raizales,agnosticismo,soltero,otroDepartamento,1
Boyacá,Bogotá,Universidad B,Sexto,ContaduriaPublica,Externo,43,hembra,lesbiana,otra,intelectuales,afrocolombianos,catolicismo,viudo,otroMunicipio,4,1,casisiempre,1,1,mala,Sexto,ContaduriaPublica,Externo,menores18,intersexual,gay,mujer,ninguna,ninguna,cristianismo,divorciado,municipioLocal,3
Boyacá,Medellín,Universidad B,Noveno,Derecho,Estudiante,52,macho,hetero,hombre,ninguna,ninguna,otra,unionLibre,municipioLocal,6,1,puntomedio,1,1,regular,Primero,Psicologia,Administrativx,entre18y25,intersexual,otra,mujer,intelectuales,gitanos,evangelismo,soltero,otroMunicipio,2
Cundinamarca,Medellín,Universidad C,Noveno,ContaduriaPublica,Externo,32,intersexual,lesbiana,hombre,multiples,ninguna,cristianismo,divorciado,municipioLocal,1,0,puntomedio,0,1,muyBuena,Segundo,ContaduriaPublica,Docente,entre18y25,intersexual,hetero,hombre,multiples,indigena,ateismo,casado,municipioLocal,1
Cundinamarca,Medellín,Universidad B,Segundo,AdministracionEmpresas,Estudiante,20,hembra,bisexual,otra,multiples,afrocolombianos,agnosticismo,casado,otroDepartamento,6,0,casinunca,1,1,muyBuena,Séptimo,AdministracionEmpresas,Docente,entre26y40,intersexual,lesbiana,mujer,fisicas,indigena,ateismo,viudo,otroDepartamento,5
Boyacá,Montería,Universidad A,Décimo,ContaduriaPublica,Docente,40,intersexual,hetero,otra,fisicas,ninguna,evangelismo,casado,otroDepartamento,3,1,nunca,0,0,muyBuena,Cuarto,Psicologia,Estudiante,entre18y25,intersexual,hetero,mujer,psicosociales,gitanos,cristianismo,casado,otroDepartamento,1
Cundinamarca,Medellín,Universidad A,Primero,Derecho,Externo,46,hembra,otra,otra,ninguna,gitanos,agnosticismo,soltero,otroPais,5,0,nunca,1,0,muyBuena,Quinto,Derecho,Externo,entre18y25,macho,otra,hombre,intelectuales,indigena,cristianismo,unionLibre,otroMunicipio,4
Boyacá,Montería,Universidad B,Segundo,AdministracionEmpresas,Docente,51,intersexual,hetero,hombre,fisicas,ninguna,evangelismo,unionLibre,municipioLocal,3,1,puntomedio,0,1,muyMala,Décimo,IngenieriaSistemas,Docente,menores18,intersexual,bisexual,mujer,intelectuales,raizales,catolicismo,divorciado,otroMunicipio,5
Boyacá,Tunja,Universidad A,Quinto,Derecho,Administrativx,50,macho,hetero,otra,ninguna,ninguna,ateismo,casado,otroPais,3,0,nunca,0,0,regular,Primero,Psicologia,Administrativx,entre18y25,hembra,hetero,hombre,fisicas,gitanos,otra,viudo,otroDepartamento,1
Córdoba,Bogotá,Universidad A,Cuarto,ContaduriaPublica,Docente,58,intersexual,gay,mujer,fisicas,afrocolombianos,catolicismo,divorciado,municipioLocal,3,1,puntomedio,0,1,muyBuena,Segundo,Psicologia,Externo,entre18y25,intersexual,gay,otra,multiples,raizales,evangelismo,divorciado,municipioLocal,6
Antioquia,Bogotá,Universidad C,Cuarto,Psicologia,Administrativx,58,hembra,gay,hombre,intelectuales,gitanos,catolicismo,viudo,municipioLocal,4,0,puntomedio,0,1,buena,Cuarto,IngenieriaSistemas,Externo,entre18y25,hembra,otra,otra,psicosociales,gitanos,agnosticismo,soltero,municipioLocal,3
Boyacá,Bogotá,Universidad B,Noveno,IngenieriaSistemas,Docente,40,macho,hetero,otra,multiples,raizales,ateismo,soltero,otroMunicipio,2,1,puntomedio,0,1,buena,Octavo,Derecho,Administrativx,mayores40,hembra,hetero,otra,multiples,raizales,otra,unionLibre,otroPais,2
Valle del Cauca,Bogotá,Universidad B,Octavo,Derecho,Estudiante,24,intersexual,lesbiana,hombre,sensoriales,indigena,cristianismo,divorciado,otroDepartamento,2,0,siempre,1,0,muyMala,Décimo,ContaduriaPublica,Externo,mayores40,hembra,hetero,mujer,psicosociales,raizales,agnosticismo,unionLibre,otroDepartamento,6
Antioquia,Bogotá,Universidad C,Sexto,ContaduriaPublica,Docente,20,hembra,gay,mujer,sensoriales,gitanos,ateismo,casado,municipioLocal,1,0,siempre,0,0,regular,Cuarto,ContaduriaPublica,Externo,menores18,intersexual,bisexual,otra,fisicas,indigena,otra,divorciado,otroMunicipio,5
